accession	protein_name	gene_names	reviewed	length	go	subcellular_location	keywords	ec
A0A0H3GMW3	Zinc metalloprotease (EC 3.4.24.-)	KPHS_09230	unreviewed	450	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}.	Cell inner membrane;Cell membrane;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Zinc	3.4.24.-
A0A0H3GPK1	Integration host factor subunit alpha (IHF-alpha)	ihfA himA KPHS_31670	unreviewed	99	cytosol [GO:0005829]; DNA binding [GO:0003677]; structural constituent of chromatin [GO:0030527]; DNA recombination [GO:0006310]; positive regulation of metabolic process [GO:0009893]; regulation of DNA-templated transcription [GO:0006355]; regulation of translation [GO:0006417]		DNA recombination;DNA-binding;Reference proteome;Transcription;Transcription regulation;Translation regulation	
A0A0H3GPL7	Glutathione import ATP-binding protein GsiA (EC 7.4.2.10)	KPHS_14090	unreviewed	234	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transport [GO:0055085]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004417}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004417}.	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport	7.4.2.10
A0A0H3GQC1	Peptidoglycan-associated lipoprotein (PAL)	pal KPHS_15830	unreviewed	174	cell outer membrane [GO:0009279]; cell division [GO:0051301]	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|HAMAP-Rule:MF_02204}; Lipid-anchor {ECO:0000256|HAMAP-Rule:MF_02204}.	Cell cycle;Cell division;Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	
A0A0H3GQU8	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	KPHS_29950	unreviewed	211	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]		Lyase;Metal-binding;Reference proteome;Zinc	4.2.1.1
A0A0H3GTB2	Cell division protein ZipA	zipA KPHS_38250	unreviewed	353	cell division site [GO:0032153]; plasma membrane [GO:0005886]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00509}; Single-pass type I membrane protein {ECO:0000256|HAMAP-Rule:MF_00509}. Note=Localizes to the Z ring in an FtsZ-dependent manner. {ECO:0000256|HAMAP-Rule:MF_00509}.	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GXT2	Phosphate-binding protein PstS	KPHS_53000	unreviewed	346	ATP-binding cassette (ABC) transporter complex [GO:0043190]; phosphate ion binding [GO:0042301]; phosphate ion transmembrane transport [GO:0035435]		Phosphate transport;Reference proteome;Signal;Transport	
A0A0H3H477	Probable queuosine precursor transporter (Q precursor transporter)	KPHS_49910	unreviewed	221	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_02088}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_02088}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GH99	Large ribosomal subunit protein bL12	rplL KPHS_02000	unreviewed	121	cytosolic large ribosomal subunit [GO:0022625]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]		Reference proteome;Ribonucleoprotein;Ribosomal protein	
A0A0H3GLU6	PTS system N,N'-diacetylchitobiose-specific EIIA component (EIIA-Chb) (EIII-Chb) (IIIcel) (N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component)	KPHS_21320	unreviewed	115	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.	Cytoplasm;Magnesium;Metal-binding;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transport	
A0A0H3GM00	Lipopolysaccharide assembly protein A	lapA KPHS_21820	unreviewed	102	plasma membrane [GO:0005886]; lipopolysaccharide metabolic process [GO:0008653]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01948}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01948}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GN81	Excinuclease cho (Endonuclease cho) (UvrC homolog protein)	KPHS_21250	unreviewed	287	excinuclease repair complex [GO:0009380]; endonuclease activity [GO:0004519]; hydrolase activity [GO:0016787]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]		DNA damage;DNA excision;DNA repair;Endonuclease;Excision nuclease;Hydrolase;Nuclease;Reference proteome;SOS response	
A0A0H3GP02	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	xseB KPHS_11140	unreviewed	80	cytosol [GO:0005829]; exodeoxyribonuclease VII complex [GO:0009318]; exodeoxyribonuclease VII activity [GO:0008855]; DNA catabolic process [GO:0006308]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00337}.	Cytoplasm;Exonuclease;Hydrolase;Nuclease;Reference proteome	3.1.11.6
A0A0H3GQ59	LysM domain-containing protein	KPHS_33920	unreviewed	439	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004162}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004162}.	Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc	
A0A0H3GQ83	Ferric uptake regulation protein	fur KPHS_15380	unreviewed	150	cytosol [GO:0005829]; DNA-binding transcription repressor activity [GO:0001217]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]; negative regulation of siderophore biosynthetic process [GO:1900705]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|RuleBase:RU364037}.	Cytoplasm;DNA-binding;Iron;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc	
A0A0H3GST5	histidine kinase (EC 2.7.13.3)	KPHS_24230	unreviewed	433	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}.	ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix	2.7.13.3
A0A0H3GTN3	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth KPHS_29490	unreviewed	211	4 iron, 4 sulfur cluster binding [GO:0051539]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; metal ion binding [GO:0046872]; base-excision repair, AP site formation [GO:0006285]		4Fe-4S;DNA damage;DNA repair;DNA-binding;Endonuclease;Glycosidase;Hydrolase;Iron;Iron-sulfur;Lyase;Metal-binding;Nuclease;Reference proteome	4.2.99.18
A0A0H3GU73	Quinolinate synthase (EC 2.5.1.72)	nadA KPHS_15860	unreviewed	348	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; quinolinate synthetase A activity [GO:0008987]; 'de novo' NAD+ biosynthetic process from L-aspartate [GO:0034628]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00567}.	4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Pyridine nucleotide biosynthesis;Reference proteome;Transferase	2.5.1.72
A0A0H3GUG7	Ion-translocating oxidoreductase complex subunit E (EC 7.-.-.-) (Rnf electron transport complex subunit E)	rnfE KPHS_29480	unreviewed	232	endomembrane system [GO:0012505]; plasma membrane [GO:0005886]; electron transport chain [GO:0022900]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00478}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00478}. Endomembrane system {ECO:0000256|ARBA:ARBA00004127}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004127}.	Cell inner membrane;Cell membrane;Electron transport;Membrane;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport	7.-.-.-
A0A0H3GR99	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	KPHS_31550	unreviewed	380	cytoplasm [GO:0005737]; 3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; identical protein binding [GO:0042802]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]		Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Reference proteome;Transferase	2.5.1.54
A0A0H3GSE0	L-serine dehydratase (EC 4.3.1.17)	KPHS_42170	unreviewed	455	4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]; amino acid catabolic process [GO:0009063]; gluconeogenesis [GO:0006094]		4Fe-4S;Gluconeogenesis;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome	4.3.1.17
A0A0H3GN79	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	KPHS_07990	unreviewed	173	cytosol [GO:0005829]; acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]; isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]		Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Reference proteome;Transferase	2.2.1.6
A0A0H3GQH9	Molybdenum cofactor biosynthesis protein B	KPHS_16380	unreviewed	170	cytosol [GO:0005829]; GTP binding [GO:0005525]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		GTP-binding;Molybdenum cofactor biosynthesis;Nucleotide-binding;Reference proteome	
A0A0H3GRY6	PTS system N,N'-diacetylchitobiose-specific EIIB component (EC 2.7.1.196) (EIIB-Chb) (IVcel) (N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component)	KPHS_21280	unreviewed	106	cytoplasm [GO:0005737]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.	Cytoplasm;Kinase;Phosphoprotein;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transport	2.7.1.196
A0A0H3GU93	Oligopeptide transport system permease protein OppC	KPHS_31890	unreviewed	302	plasma membrane [GO:0005886]; peptide transport [GO:0015833]; protein transport [GO:0015031]; transmembrane transport [GO:0055085]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Cell inner membrane;Cell membrane;Membrane;Peptide transport;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GXG4	Cell division protein ZapB	zapB KPHS_51750	unreviewed	79	cytoplasm [GO:0005737]; membrane [GO:0016020]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; vesicle-mediated transport [GO:0016192]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01196}. Note=Localizes to the septum at mid-cell, in a FtsZ-like pattern. {ECO:0000256|HAMAP-Rule:MF_01196}.	Cell cycle;Cell division;Coiled coil;Cytoplasm;Reference proteome;Septation	
A0A0H3GYU4	Sulfate-binding protein	KPHS_51740	unreviewed	329	periplasmic space [GO:0042597]; molecular carrier activity [GO:0140104]; sulfur compound binding [GO:1901681]; sulfate transmembrane transport [GO:1902358]	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.	Periplasm;Reference proteome;Signal;Sulfate transport;Transport	
A0A0H3GNF7	Peptide transport permease protein	KPHS_22000	unreviewed	271	plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GRH9	OrfB	KPHS_03530 KPHS_08910 KPHS_13960 KPHS_14620 KPHS_20990 KPHS_50590	unreviewed	261	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]		Reference proteome	
A0A0H3GTI8	Transport protein, PTS system	KPHS_13810	unreviewed	284	plasma membrane [GO:0005886]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]		Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GTM5	ABC transport system permease protein	KPHS_14110	unreviewed	277	plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GUJ7	Dipeptide transporter permease DppB	KPHS_50570	unreviewed	311	plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GVJ8	TetR/AcrR-family trancriptional regulatory protein	KPHS_19910	unreviewed	194	DNA binding [GO:0003677]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GWP3	Outer membrane efflux protein	KPHS_23860	unreviewed	459	cell outer membrane [GO:0009279]; efflux transmembrane transporter activity [GO:0015562]	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|ARBA:ARBA00004459, ECO:0000256|RuleBase:RU362097}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004459, ECO:0000256|RuleBase:RU362097}.	Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transmembrane;Transmembrane beta strand	
A0A0H3GXH7	IprA winged helix-turn-helix domain-containing protein	KPHS_51900	unreviewed	232			Reference proteome	
A0A0H3GXK3	Fe-S metabolism associated domain-containing protein	KPHS_42430	unreviewed	143			Reference proteome	
A0A0H3GJP2	EcpB C-terminal domain-containing protein	KPHS_13670	unreviewed	225			Chaperone;Reference proteome;Signal	
A0A0H3GN31	Amidotransferase	KPHS_09630	unreviewed	255			Glutamine amidotransferase;Reference proteome	
A0A0H3GNJ1	Regulatory protein, IclR	KPHS_11280	unreviewed	252	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GNR4	DNA-binding transcriptional regulator CsiR	KPHS_09790	unreviewed	230	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GP99	ABC transporter periplasmic-binding protein	KPHS_30220	unreviewed	327	thiamine biosynthetic process [GO:0009228]		Reference proteome;Signal	
A0A0H3GPP4	DNA-binding transcriptional dual regulator	KPHS_00810	unreviewed	342	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]		DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	
A0A0H3GPV8	Transcriptional regulator LysR	KPHS_32870	unreviewed	308	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GSD5	AlpA family transcriptional regulator	KPHS_10060	unreviewed	88			Reference proteome	
A0A0H3GSI6	Precorrin-8X methylmutase	KPHS_42620	unreviewed	211	precorrin-8X methylmutase activity [GO:0016993]; cobalamin biosynthetic process [GO:0009236]		Cobalamin biosynthesis;Isomerase;Reference proteome	
A0A0H3GUW2	Permease IIC component	KPHS_43150	unreviewed	445	plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell membrane;Membrane;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport	
A0A0H3GW09	LysR family transcriptional regulator	KPHS_46650	unreviewed	298	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]		Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	
A0A0H3GYF5	TraG-family protein	KPHS_45130	unreviewed	699			Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GYL2	Signal transduction protein	KPHS_45880	unreviewed	206	membrane [GO:0016020]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.	Coiled coil;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	
A0A0H3H2V3	Integral membrane protein YggT	KPHS_44560	unreviewed	172	membrane [GO:0016020]		Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3H3Q3	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	KPHS_47960	unreviewed	155	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; fatty acid biosynthetic process [GO:0006633]		Biotin;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Reference proteome	
A0A0H3H3Y0	Regulator	KPHS_48810	unreviewed	240			Reference proteome	
A0A0H3GL68	Transmembrane protein	KPHS_03580	unreviewed	227	membrane [GO:0016020]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Membrane;Reference proteome;Transmembrane;Transmembrane helix	
